Khanty_people	__people__ethnicity__languages_spoken	Khanty_Language
Mama_Too_Tight	__music__album__genre	Jazz
Jonathan_González	__people__person__gender	Male
Edward_Abbey	__book__author__works_written	The_journey_home
Jon_Morgan_Woodward	__people__person__place_of_birth	Vancouver
John_Lee_Hooker	__music__artist__label	King_Records
Tribune_Media	__freebase__valuenotation__is_reviewed	Date_founded
Harlem_Globetrotters	__cvg__game_version__platform	DOS
Bill_Matthews	__people__person__profession	Teacher
Tomas_Bruha	__people__person__place_of_birth	Prague
Victoria	__common__topic__notable_types	Film_character
Charles_Evered	__people__person__profession	Playwright
Yakeen	__film__film__language	Hindi_Language
Triathlon	__olympics__olympic_participating_country__athletes	Poland
Arthur_Miller	__people__person__profession	Screenwriter
Elias_Keyes	__people__person__gender	Male
Midland	__location__location__people_born_here	Shayne_Corson
5180_Ohno	__common__topic__notable_types	Asteroid
Juan_Azor	__people__person__place_of_birth	Lorca,_Spain
Lance_Schulters	__people__person__place_of_birth	Guyana
William_Paterson	__people__person__religion	Presbyterianism
Évariste_Galois	__people__deceased_person__place_of_death	Paris
Island_Heights	__location__location__containedby	Ocean_County
The_Mask	__film__film__genre	Fantasy
Khaleem_Hyland	__people__person__place_of_birth	Carenage
S.C._Pillai	__people__person__gender	Male
Jens_Ulltveit-Moe	__people__person__profession	Businessperson
Gabriel_Romo	__people__person__profession	Screenwriter
Seven_Angry_Men	__film__film__subjects	John_Brown
George_Hudson	__people__person__gender	Male
The_Big_Country	__film__film__cinematography	Franz_Planer
Kerala	__location__location__people_born_here	N._R._Pillai
Food	__type__object__permission	Comedian
Ken_Del_Vecchio	__people__person__profession	Film_Producer
Friends	__music__recording__artist	Snoop_Dogg
Travis_Fimmel	__people__person__profession	Model
Donna	__music__composition__lyricist	Ritchie_Valens
Hits	__music__album__artist	Cliff_Richard
Lev_Shestov	__influence__influence_node__influenced	D._H._Lawrence
Alan_Moulder	__freebase__valuenotation__is_reviewed	Gender
Self-Defense	__book__written_work__author	Jonathan_Kellerman
Cult_Comedies	__media_common__netflix_genre__titles	Heathers
Kerala	__location__location__people_born_here	Rajan_Pillai
Henry_Fok	__people__deceased_person__place_of_death	Beijing
Harry_Shearer	__book__author__works_written	Not_Enough_Indians
(7922)_1983_CO3	__astronomy__star_system_body__star_system	Solar_System
Richard_Anderson	__people__person__place_of_birth	Montreal
Jah_Cure	__freebase__valuenotation__is_reviewed	Date_of_birth
Al_Di_Meola	__music__artist__album	Tirami_Su
Tretinoin_1_cream	__medicine__drug_formulation__legal_status	Prescription_drug
Intendo	__music__album__artist	Bis
Westcote	__architecture__structure__architectural_style	Greek_Revival
Bo_Lamar	__people__person__profession	Basketball_player
Peter_Ogden	__people__person__place_of_birth	England
Tehilim	__film__film__produced_by	Itai_Tamir
Janek_Ratnatunga	__people__person__gender	Male
The_Birthday_Party	__music__group_member__membership	Blixa_Bargeld
Mark_Lemhouse	__people__person__profession	Graphic_Designer
Javed_Akhtar	__people__person__profession	Poet
Gare_d'Austerlitz	__travel__travel_destination__how_to_get_here	Paris
Stuart_Craig	__people__person__place_of_birth	United_Kingdom
Midland	__location__location__people_born_here	John_Muckler
Condofuri	__location__location__containedby	Calabria
Fluxology	__music__album__genre	Bluegrass
Grammy_Nominees_1996	__music__release__track	Baby
Cyclone	__music__album__genre	Progressive_rock
Jefe_de_la_Frontera	__media_common__netflix_title__netflix_genres	Mexico
Neo_Fascio	__music__album__genre	Rock_music
Claudia_Gerini	__people__person__place_of_birth	Rome
Julien_Viale	__people__person__nationality	France
István_Sárközy	__people__person__nationality	Kingdom_of_Hungary
Jah_Cure	__freebase__valuenotation__is_reviewed	Place_of_birth
Bill_Carson	__people__person__place_of_birth	Gisborne
Sociology	__book__book_edition__author_editor	James_M._Henslin
The_Collection	__music__release__format	Compact_disc
Belinda	__book__book_edition__publisher	Kessinger_Publishing
Menthol_0.02_gel	__medicine__drug_formulation__active_ingredient_moieties	Menthol
William_R._Lyman	__american_football__football_player__position_s	Tackle
Sherry_Chen	__people__person__profession	Businessperson
Jao_Tsung-I	__people__person__gender	Male
The_Weakerthans	__music__artist__genre	Post-punk
Bjørn_Lynne	__people__person__gender	Male
Renzo_Carbonera	__people__person__gender	Male
Russell_Howard	__people__person__nationality	United_Kingdom
Ilija_Ivezić	__people__person__gender	Male
Tweet	__music__artist__track	I_Thank_You
University_Yale	__people__person__employment_history	Judith_Rodin
Gulzar	__film__film_story_contributor__film_story_credits	Guddi
Lesbian_Cliché_Song	__film__film__genre	Short_Film
Louis_Malle	__film__producer__film	May_Fools
Shawn_Green	__people__person__religion	Judaism
Greek_Language	__music__lyricist__lyrics_written	Edgar_Allan_Poe
Ajzyk_Samberg	__people__person__nationality	Poland
Ivan_Medvid	__people__person__gender	Male
Live_on_Two_Legs	__music__release__track	Black
The_Black_Album	__music__release__format	Compact_disc
Paul_Stanley	__music__artist__track	Bulletproof
Pavel_Voronov	__people__person__gender	Male
José_Alonso	__people__person__gender	Male
Chad_Price	__people__person__place_of_birth	London
Ulrich_Kiesow	__people__person__gender	Male
Richard_Bennett	__music__artist__genre	Jazz
William_Stafford	__people__deceased_person__place_of_death	Lake_Oswego
One_Fine_Day	__film__film__edited_by	Garth_Craven
Katalin_Horváth	__people__person__place_of_birth	Budapest
Alistair_Wells	__music__artist__track	Venus
Heroes_of_the_West	__film__film__directed_by	Ray_Taylor
The_Stooges	__music__album__release_type	Album
If	__music__release__format	Compact_disc
Grain_in_Ear	__film__film__language	Korean_Language
Adidas	__organization__organization__founders	Adolf_Dassler
Cult_Comedies	__media_common__netflix_genre__titles	Shaun_of_the_Dead
Amiga	__cvg__cvg_platform__games	Llamatron
Roko_Ukić	__people__person__gender	Male
India	__music__release_track__recording	India
Zrinko_Ogresta	__people__person__nationality	Croatia
Molly_Walker	__fictional_universe__fictional_character__parents	Mohinder_Suresh
O_Holy_Night	__music__recording__releases	Carol_of_the_Bells
The_Living_Tree	__music__album__release_type	Album
Isaac_Asimov	__symbols__name_source__namesakes	5020_Asimov
Clair_S._Tappaan	__people__person__place_of_birth	Baldwinsville
Giuseppe_Siri	__people__deceased_person__place_of_death	Genoa
Ljubljana	__location__location__people_born_here	Darijan_Matić
John_McDermott	__music__artist__label	EMI
Robert_Dölle	__people__person__gender	Male
Hector	__music__group_member__instruments_played	Guitar
Ljubljana	__location__location__people_born_here	Jože_Plečnik
Billy	__music__recording__releases	Wear_n'_Tear
Dream_pop	__music__genre__parent_genre	Indie_rock
Walt_Simonson	__fictional_universe__fictional_character_creator__fictional_characters_created	Beta_Ray_Bill
Solstice	__music__single__versions	Solstice_(T4L_Remix)
Thomas_Elek	__people__deceased_person__cause_of_death	Capital_punishment
Karl_Urban	__award__award_winner__awards_won	John_Rhys-Davies
Diamond_Lil	__fictional_universe__fictional_character__species	Mutant
Lawrence_Johnston	__people__person__gender	Male
Kumar_Sangakkara	__people__person__gender	Male
Booneville	__location__location__containedby	Mississippi
Edward_Mead_Johnson	__people__person__gender	Male
Legacy_Recordings	__music__record_label__releases	Fanatic
Ljubljana	__location__location__people_born_here	Klemen_Bauer
Czlowiek_Nowej_Ery	__people__person__place_of_birth	Warsaw
Barry_Biggs	__people__person__profession	Singer
Billy	__music__recording__artist	Naked_Funk
Daniel_Johnson,_Jr.	__people__person__gender	Male
The_Perfect_Husband	__film__film__genre	Romance_Film
Erika_Eleniak	__people__person__profession	Model
John_Grundy	__people__person__place_of_birth	Carlisle,_Cumbria
Matfield	__location__location__people_born_here	Siegfried_Sassoon
Phoka_Matete	__people__person__place_of_birth	Lesotho
Perfil	__music__album__release_type	Album
Big_Apple_Circus	__freebase__valuenotation__is_reviewed	Date_founded
Christian_Kuhnke	__people__person__profession	Tennis_player
Caleb_Folan	__people__person__gender	Male
Richard_Thomas	__people__person__profession	Film_Producer
George_A._Fuller	__symbols__name_source__namesakes	Flatiron_Building
Guy-Claude_François	__people__person__gender	Male
Quinton_de_Kock	__people__person__gender	Male
abandon	__visual_art__artwork__artist	István_Sándorfi
Dean_Velikovskaya	__people__person__profession	Screenwriter
Matthew_S._Moffett	__people__person__profession	Screenwriter
Giant	__film__film__language	Spanish_Language
Far_Out_Corporation	__music__artist__genre	Rock_music
Boston	__music__album__genre	Rock_music
Austria-Hungary	__location__location__contains	Bohemia
Yitzchak_Meir_Alter	__people__person__gender	Male
In_Time	__music__release_track__release	In_Time
Tatu_Pohjavirta	__common__topic__notable_types	Film_director
Screenplaying	__music__album__genre	Easy_listening
Alex_Sawyer	__people__person__gender	Male
Kerala	__location__location__people_born_here	C._N._Balakrishnan
Billy_Bishop	__people__deceased_person__place_of_death	Palm_Beach
Savonlinna_Airport	__location__location__containedby	Finland
Jim_Feldkamp	__common__topic__notable_types	Person
Chris_Senn	__people__person__gender	Male
Sally_Field	__award__award_nominated_work__award_nominations	Lincoln
Giyora_Yahalom	__people__person__profession	Television_producer
Afghanistan	__visual_art__artwork__art_form	Photography
Ljubljana	__location__location__people_born_here	Primož_Kozak
Reiko_Fujiwara	__people__person__place_of_birth	Kobe
Free_Fall	__book__book__genre	Fiction
Gouki_Nishimura	__people__person__gender	Male
Paul_Hartnoll	__people__person__nationality	United_Kingdom
Benny_Mardones	__music__album__release_type	Album
Paolo_Cavallina	__people__person__gender	Male
Torn_Curtain	__film__film__cinematography	John_F._Warren
Penny_Woolcock	__people__person__profession	Screenwriter
Hidden_Stash	__music__album__genre	Rap_rock
¡Chutzpah!_Jnr.	__music__album__release_type	Album
Pierre_Vernier	__people__person__profession	Inventor
Cult_Comedies	__media_common__netflix_genre__titles	Caddyshack
Benjamin_Netanyahu	__education__educational_institution__students_graduates	Harvard_University
The_Bedroom_Sessions	__music__album__genre	Electronic_music
Brandon_Manzonelli	__people__person__gender	Male
Henry_Schut	__people__person__nationality	Netherlands
Tim_McGraw	__music__recording__releases	Taylor_Swift
Manuel_Barrueco	__people__person__place_of_birth	Santiago_de_Cuba
Dian_Van_Patten	__people__person__place_of_birth	Burbank
Stephan_Grothgar	__people__person__gender	Male
Chorley	__location__location__containedby	United_Kingdom
Satellites_LV	__music__artist__genre	Experimental_rock
Siege_of_Leuven	__base__culturalevent__event__entity_involved	Ottavio_Piccolomini
Alex_Kingston	__award__award_nominee__award_nominations	Ming-Na_Wen
Marker	__book__book__genre	Fiction
Greg_Graffin	__music__artist__origin	Los_Angeles
Chris_Jones	__people__person__profession	Baseball_player
Spencer_Nead	__american_football__football_player__position_s	Tight_end
Baby	__music__release_track__release	Fever
Chris_Sulley	__people__person__nationality	England
Stuart_Duff	__people__person__nationality	Scotland
Tomasz_Wiszniewski	__people__person__nationality	Poland
Greg_Richling	__music__artist__genre	Rock_music
Mike_Panetta	__people__person__gender	Male
Bad_News_Brown	__people__person__nationality	Haiti
The_Samurai_I_Loved	__film__film__genre	Romance_Film
101_Dalmatians	__film__film__produced_by	John_Hughes
Hound_Group	__biology__animal_breed__registered_with	Beagle
Melvin_Tumin	__people__person__gender	Male
Shimamura_Hayao	__user__robert__military__military_person__allegiance	Empire_of_Japan
Convoy_SC_143	__base__culturalevent__event__entity_involved	Nazi_Germany
Snuff_Garrett	__people__person__gender	Male
Juilliard_School	__education__field_of_study__students_majoring	Composition
Kathleen_LaGue	__people__person__profession	Singer-songwriter
Vauxhall_Gardens	__location__location__containedby	United_Kingdom
Stephen_Roche	__people__person__gender	Male
Elin_Mistry	__people__person__nationality	United_Kingdom
Houten	__location__administrative_division__second_level_division_of	Netherlands
Mann_Vasanai	__film__film__genre	Romance_Film
Rock_Open_2006	__music__release__track	Munich
Tatooine	__music__release__region	Russia
Luis_Miguel	__people__person__ethnicity	White_Latin_American
William_F._Sturgis	__people__person__gender	Male
Haysville	__location__location__containedby	Pennsylvania
Adrian_Holmes	__people__person__nationality	United_Kingdom
Martin_Luther	__common__topic__notable_types	Film_character
Kevin_Harris	__people__person__profession	Film_Producer
Remember_Me	__music__recording__canonical_version	Remember_Me
Ken_Michael	__people__person__gender	Male
David_Katzenberg	__people__person__profession	Screenwriter
Let_There_Be_Love	__music__composition__lyricist	Noel_Gallagher
Open_Road	__music__album__release_type	Album
William_B._Walton	__people__person__profession	Lawyer
David_Millin	__people__person__profession	Screenwriter
CSN_(disc_2)	__music__release__track	Ohio
Jim_Kelly	__people__person__nationality	England
Bertie_Higgins	__music__artist__origin	Tarpon_Springs
Larry_Agran	__people__person__profession	Lawyer
C._W._Deen_House	__location__location__containedby	Baxley
Aaron_Betsky	__people__person__gender	Male
Hi-Yo_Silver!	__people__person__profession	Singer-songwriter
Shropshire	__location__location__contains	Adderley
Greensburg	__location__location__people_born_here	Carl_G._Fisher
Charlie_Roy	__people__person__profession	Baseball_player
James_Jannard	__people__person__gender	Male
Paul_Abrahams	__music__artist__genre	Rock_music
Silesian_Voivodeship	__location__administrative_division__country	Poland
Yutaka_Ishinabe	__people__person__gender	Male
Jennifer_Jason_Leigh	__freebase__valuenotation__is_reviewed	Gender
Daedalus	__common__topic__notable_types	Fictional_Character
Dominick_L._DiCarlo	__people__deceased_person__place_of_death	Lower_Manhattan
Hummingbird	__music__album__genre	Progressive_rock
Javed_Akhtar	__people__person__profession	Screenwriter
Afro-Asian	__people__ethnicity__people	Cassie_Ventura
Benjamin_Bratt	__base__popstra__celebrity__dated	Julia_Roberts
Amherst	__location__hud_county_place__county	Lorain_County
1980	__music__release_track__release	Rise
Henri_Desfontaines	__people__person__gender	Male
Langen_Han	__people__person__place_of_birth	Shanghai
Sweet_Surrender	__music__composition__lyricist	John_Denver
Matthieu_Galey	__people__person__place_of_birth	Paris
Leif_Johansson	__people__person__profession	Tennis_player
Daizystripper	__music__artist__genre	Rock_music
In_the_Mix,_Volume_8	__music__release__format	Compact_disc
Danielle_Weiss	__people__person__profession	Film_Producer
Ljubljana	__location__location__people_born_here	Katarina_Kresal
Maggie_Marlin	__people__person__profession	Stunt_Performer
Always	__music__recording__tracks	Always
Besart_Abdurahimi	__people__person__nationality	Croatia
Elected	__music__recording__artist	Duff_McKagan
Thomas_Sterling	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Jan_Špan
A_Matter_of_Time	__music__album__release_type	Album
Boeing_Field	__location__location__containedby	King_County
Dominick_Kurek	__people__person__place_of_birth	Queens
Philip_Moore_Orville	__people__deceased_person__place_of_death	New_Haven
James_Earle_Fraser	__people__person__gender	Male
Jinan_University	__education__educational_institution__school_type	National_university
Viktorija_Kuodyte	__people__person__place_of_birth	Vilnius
Day_of_the_Dead	__music__single__versions	Day_of_the_Dead
Jheri_Redding	__organization__organization_founder__organizations_founded	Nexxus
Ljubljana	__location__location__people_born_here	Barbara_Cerar
Painter	__music__release_track__recording	Painter
Wilhelm_von_Kaufmann	__people__person__gender	Male
A_Perfect_Fit	__film__film__rating	R_(USA)
Thomas_Nelson	__book__publishing_company__books_published	Constitutional_Chaos
Lines	__film__film__genre	Romance_Film
Ljubljana	__location__location__people_born_here	Adem_Kapič
Charlotte_Lewis	__people__person__place_of_birth	Kensington
Ilona_Molnár	__people__person__place_of_birth	Budapest
Amrita_Arora	__people__person__ethnicity	Indian_people
Peter_Savage	__people__person__place_of_birth	Calabria
Ana_María_Polo	__common__topic__notable_types	TV_Personality
James_R._Ward	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Milivoje_Novaković
Gulzar	__film__film_story_contributor__film_story_credits	Koshish
Aleksandr_Tyutin	__people__person__nationality	Soviet_Union
Guillermo_Cano_Isaza	__people__person__gender	Male
Jesper_Barkselius	__people__person__gender	Male
Jon_B.	__music__artist__album	Cool_Relax
Siddharth_Kak	__people__person__profession	Screenwriter
Grace_Knight_Live	__music__release__track_list	Fever
Piano	__music__recording__tracks	Piano
Steve_Sarkisian	__american_football__football_coach__current_team_head_coached	USC_Trojans_football
Ken_Carpenter	__people__person__gender	Male
Nero	__music__recording__tracks	Nero
Andy_Barrie	__people__person__gender	Male
Lachlan_West	__people__person__gender	Male
Bowling_Brook	__biology__organism__organism_type	Horse
Mal_4:_Trio	__music__album__release_type	Album
Christian_Bale	__common__topic__notable_types	Musical_Album
The_Entrance_Band	__music__album__release_type	Album
Satellites_LV	__music__artist__genre	Indie_rock
Cătălin_Dedu	__people__person__place_of_birth	Brașov
John_Gorman	__people__person__profession	Screenwriter
Dorit_Beinisch	__people__person__profession	Judge
Hal_Holbrook	__award__award_nominee__award_nominations	David_Strathairn
UP	__type__content__media_type	image_gif
Unskilled_Labor	__music__release__format	Compact_disc
Jerome_Jackson	__people__person__profession	Film_Producer
Hunter_Biden	__people__person__parents	Joe_Biden
RaAnthony_Sanders	__people__person__gender	Male
Walter_Coleman	__baseball__baseball_player__position_s	Pitcher
David	__common__topic__notable_types	Fictional_Character
Vasily_Kalinnikov	__people__person__nationality	Russia
Robert_A._Heinlein	__influence__influence_node__influenced_by	H._G._Wells
Juan_Severino_Somoza	__people__person__gender	Male
Rancho_Mirage	__book__book__genre	True_crime
Tereska_Torrès	__people__person__profession	Writer
99	__media_common__netflix_title__netflix_genres	India
The_Lighter	__music__release__track_list	Silver
Matthew_Lawrence	__people__person__nationality	England
Venus	__music__release_track__recording	Venus_(New_version)
Józef_Garliński	__people__person__nationality	Poland
Kelsey_Begaye	__people__person__religion	Christianity
David_Carson	__common__topic__notable_types	Visual_Artist
Stamford_High_School	__education__educational_institution__school_type	Public_school
Roh_Moo-hyun	__people__person__ethnicity	Koreans
Bewitched	__music__recording__canonical_version	Bewitched
Elodie_Bouedec	__common__topic__notable_types	Film_director
Margaret_Mayo	__people__person__nationality	United_Kingdom
Lefty_Taber	__people__person__profession	Baseball_player
Lev_Shestov	__influence__influence_node__influenced	Sergei_Bulgakov
Nazareth	__location__hud_county_place__place	Nazareth
Two_Tyrants	__film__film__genre	LGBT
Michael_Ironside	__people__person__gender	Male
Marko_Mäkilaakso	__common__topic__notable_types	Film_director
David_Shields	__influence__influence_node__influenced_by	Laurence_Sterne
One_Vision	__music__album__release_type	Album
Kekal	__music__artist__genre	Electronic_music
Mischka	__film__film__genre	Family
Thomas_White	__people__person__gender	Male
Eldridge_Recasner	__people__person__profession	Basketball_player
Blue_Plate_Specials	__music__album__artist	The_Specials
Governorate	__user__thadguidry__default_domain__administrative_subdivision_level__country_of_context	Jordan
Norbert_Rzepka	__visual_art__visual_artist__art_forms	Photography
Venus_and_Serena	__film__film__country	United_Kingdom
2002	__common__topic__notable_types	Musical_Release
SimCity	__cvg__game_version__platform	Mobile_phone
David_Fenech	__people__person__gender	Male
Dick_Tracy	__music__release__format	Compact_disc
Memphis_Group	__common__topic__notable_types	Employer
York_University	__people__person__education	Rachel_McAdams
Arthur_Miller	__people__person__profession	Playwright
Robin_Hood	__music__recording__releases	Live_From_Las_Vegas
Yalova	__travel__travel_destination__guidebooks	Travel_to_Turkey
Satoru_Otomo	__people__person__gender	Male
Cab_Ride	__film__film__genre	LGBT
Andrew_Golota	__people__person__gender	Male
Ágnes_Esterházy	__people__person__nationality	Hungary
Greensburg	__location__location__people_born_here	Mike_DeMark
Bush	__type__object__type	Topic
Takumi_Oshima	__people__person__profession	Baseball_player
Fireball	__music__release_track__recording	Fireball
Ljubljana	__location__location__people_born_here	Nejc_Vidmar
Song_Si-yeol	__people__person__ethnicity	Koreans
Pramatha_Nath_Bose	__people__person__nationality	India
Edward_Binns	__people__deceased_person__place_of_death	Brewster
Castle_Roogna	__book__book__genre	Fiction
Imagination	__film__film__genre	Animation
Legacy_Recordings	__music__record_label__releases	Sketches_of_Spain
Neverhood_Songs	__cvg__video_game_soundtrack__video_game	The_Neverhood
Mann_Vasanai	__film__film__genre	Tamil_cinema
Waipio_Acres	__location__location__containedby	Honolulu_County
Chorley	__location__location__containedby	England
Something_Special	__music__album__release_type	Album
006_-_Davie_Downtown	__metropolitan_transit__transit_line__service_type	Bus
Marzena_Wasikowska	__people__person__nationality	Poland
Beyond_Imagination	__music__release__track	Remember_Me
Spring	__film__film__country	Soviet_Union
Greek_Language	__music__lyricist__lyrics_written	Manos_Hadjidakis
Pat_Duff	__people__person__gender	Male
Sagara	__common__topic__notable_types	Person
April_Morning	__film__film__genre	Historical_drama
James_Reston	__people__person__place_of_birth	Clydebank
Canoe_Slalom	__olympics__olympic_sport__olympic_games_contested	1972_Summer_Olympics
Hartmut_Mehdorn	__people__person__place_of_birth	Warsaw
Eve_Merriam	__freebase__valuenotation__is_reviewed	Date_of_death
HMCS_Alberni	__common__topic__notable_types	Ship
Hal_Holbrook	__award__award_nominee__award_nominations	William_Hurt
Markus_Schuler	__people__person__nationality	West_Germany
Shirley_Muldowney	__people__person__place_of_birth	Vermont
Stuart_Chase	__people__person__gender	Male
Be_Here	__music__album__artist	Keith_Urban
Kim_Rhodes	__freebase__valuenotation__is_reviewed	Place_of_birth
LGB	__common__topic__notable_types	Brand
Union	__music__album__genre	Alternative_country
Josefa_Iloilo	__people__person__religion	Methodism
Hokkaido	__music__recording__tracks	Hokkaido
John_Blythe	__people__person__gender	Male
Cult_Comedies	__media_common__netflix_genre__titles	Summer_School
Bob_Christian	__people__person__gender	Male
Elliott_Yamin	__music__release__track_list	Free
Luisito_Rey	__people__person__gender	Male
Remember_When	__music__album__artist	Wayne_Newton
Sylvia_Fowles	__people__person__place_of_birth	Miami
Gareth_Gwenlan	__people__person__place_of_birth	Brecon
June_Yamagishi	__people__person__gender	Male
Isabelle_Holland	__book__author__works_written	The_Island
Army_Medical_College	__education__educational_institution__school_type	Military_academy
Telephone	__music__release_track__recording	Telephone
Edward_Abbey	__book__author__works_written	Fire_on_the_Mountain
William_C._Rhoden	__people__person__gender	Male
Scratch_a_Tiger	__film__film__genre	Short_Film
Beer_Pong	__cvg__computer_videogame__cvg_genre	Strategy_video_game
Up_All_Night	__broadcast__content__genre	News
Swapnil_Joshi	__people__person__profession	Lawyer
Wednesday_13	__people__person__place_of_birth	Lexington
Richard_Chataway	__people__person__profession	Film_Producer
Brahmakulam	__location__location__containedby	Kerala
Maaro	__film__film__language	Telugu_language
Hits_&_More	__music__album__album_content_type	Compilation_album
Nathan_Forbes	__people__person__gender	Male
Lines	__film__film__genre	LGBT
The_Blamed	__music__artist__genre	Grunge
2513_Baetslé	__astronomy__star_system_body__star_system	Solar_System
Cry_Baby	__music__recording__artist	Janis_Joplin
Gioielli_rubati	__music__album__genre	Rock_music
Bass_Guitar	__music__recording__releases	These_Kids
Rina_Hirata	__people__person__profession	Singer
20_Funerals	__film__film__genre	Crime_Fiction
Predrag_Bambić	__people__person__profession	Film_Producer
Clarence_H._Burns	__people__person__gender	Male
Triathlon	__olympics__olympic_participating_country__athletes	Mexico
Larry_Fessenden	__people__person__ethnicity	White_people
Carmina_Burana	__music__composition__form	Cantata
The_War_Within	__film__film__costume_design_by	Sylvia_Grieser
Cult_Comedies	__media_common__netflix_genre__titles	The_Foot_Fist_Way
Passenger_57	__film__film__edited_by	Richard_Nord
Dayán_Viciedo	__baseball__baseball_player__position_s	First_baseman
Hammer_Museum	__organization__organization__founders	Armand_Hammer
Elizabethtown	__music__release__producers	Cameron_Crowe
Sébastien_K'Bidi	__people__person__gender	Male
Aaha_Kalyanam	__film__film__country	India
Chairs_Missing	__music__album__genre	Post-punk
Immortal_Favourites	__music__album__album_content_type	Compilation_album
Virginius_Dabney	__people__deceased_person__place_of_death	Richmond
Evald_Aavik	__people__person__gender	Male
Helen_Westcott	__people__person__place_of_birth	Los_Angeles
Tennis	__olympics__olympic_sport__olympic_games_contested	2000_Summer_Olympics
Clinique	__type__object__type	Topic
Concrete	__music__album__release_type	Album
Austria-Hungary	__location__location__contains	Kraków
Samir_Subash_Naik	__people__person__gender	Male
Aishwarya	__film__film__genre	Romance_Film
Harald_Kloser	__people__person__gender	Male
Tri-Angle	__music__album__genre	Rock_music
Ontario	__location__location__people_born_here	Leon_Frierson
Sandy_Cobe	__people__deceased_person__place_of_death	Los_Angeles
Graduation_Film	__film__film__genre	Short_Film
Chino	__location__location__people_born_here	Sam_Maloof
Max_Pezzali	__people__person__gender	Male
American_Idol	__tv__tv_personality__tv_regular_appearances	Kris_Allen
Kerala	__location__location__people_born_here	Kalpana
Yôji_Takeshige	__film__film_art_director__films_art_directed	Princess_Mononoke
The_Birth_of_Venus	__book__book__genre	Fiction
Ljubljana	__location__location__people_born_here	Jaka_Bizilj
Opium	__music__album__releases	Opium
The_Living_End	__media_common__netflix_title__netflix_genres	LGBT
Nick_St_Aubyn	__people__person__nationality	United_Kingdom
Michael_Chapin	__people__person__gender	Male
Rodney_Lee_Gist	__people__person__gender	Male
Ljubljana	__location__location__people_born_here	Petar_Markovic
Alex_Kingston	__award__award_nominee__award_nominations	George_Clooney
Shih_Tzu	__biology__breed_registry__recognized_breeds	American_Kennel_Club
Always	__music__release_track__recording	Always
My_Life_in_France	__book__written_work__subjects	France
David_Shields	__influence__influence_node__influenced_by	Marcel_Proust
Wynyard_Browne	__people__person__profession	Screenwriter
Dragons_of_Light	__book__book__genre	Fantasy
Marc_Seaton	__people__deceased_person__place_of_death	Los_Angeles_County
1969	__music__release__track_list	Monte_Carlo
Ron_Smith	__people__person__gender	Male
Ballet	__music__release_track__recording	Ballet
Futurespective	__music__album__album_content_type	Compilation_album
Free	__music__composition__recordings	Free
Qiqihar	__base__aareas__schema__administrative_area__administrative_parent	Heilongjiang
Scottsdale	__location__location__contains	Chaparral_Lake
Drew_Emery	__common__topic__notable_types	Film_director
Corey_Frizzell	__people__person__place_of_birth	Visalia
Crossing_Over	__film__film__executive_produced_by	Michael_Beugg
Under_My_Skin	__music__album__genre	Modern_rock
Sharon_Creech	__book__author__works_written	Hate_That_Cat
Mátyás_Rákosi	__people__person__nationality	Austria-Hungary
Damansara_Utama	__common__topic__notable_types	Location
Golden_Gate_Bridge	__music__release_track__release	North_Atlantic_Drift
Gabriel_Rodriguez	__people__person__nationality	Chile
Under_My_Skin	__music__album__genre	Techno
Luke_Shaw	__people__person__gender	Male
Lou_Diamond_Phillips	__freebase__valuenotation__is_reviewed	Place_of_birth
Franca	__location__location__people_born_here	Regina_Duarte
Józef_Mika	__people__person__place_of_birth	Wrocław
The_Reunion	__music__release__producers	The_Alchemist
Williams_Plains	__location__location__containedby	Maryland
Mark_Metcalf	__people__person__gender	Male
Katarina	__common__topic__notable_types	TV_Character
Alain_Gagnol	__common__topic__notable_types	Film_director
Cult_Comedies	__media_common__netflix_genre__titles	Mallrats
Ethan_Prochnik	__people__person__profession	Television_producer
Dumbarton	__location__location__containedby	United_Kingdom
Fundamentalism	__common__topic__notable_types	Literature_Subject
City_of_Heroes	__cvg__computer_videogame__publisher	NCSOFT
Sun_Yu	__people__person__profession	Screenwriter
Jason_Day	__people__person__gender	Male
Winslow_Homer	__base__thoroughbredracing__thoroughbred_racehorse__grandsire	Unbridled
Marcelo_Escorel	__people__person__gender	Male
Juichi_Uehara	__people__person__gender	Male
Walt_Simonson	__fictional_universe__fictional_character_creator__fictional_characters_created	Blowhard
Adnan	__people__person__gender	Male
B.V.S.Ravi	__people__person__profession	Screenwriter
John_Cooper_Clarke	__people__person__gender	Male
Steve_Boyum	__common__topic__notable_types	TV_Director
Battle_of_Sahart	__base__culturalevent__event__entity_involved	Adal_Sultanate
David_M._Walker	__people__person__profession	Accountant
Fort_Monmouth	__location__location__people_born_here	Patrick_Taverna
Tommy_Brown	__people__person__profession	Songwriter
Battle_of_Stalingrad	__time__event__includes_event	Case_Blue
Good_Guys_Bad_Guys	__music__release__format	Compact_disc
Fredrik_Nordström	__people__person__gender	Male
John_Martin	__people__person__gender	Male
Canvas	__common__topic__notable_types	Visual_Art_Medium
Howard_Phillips	__people__person__gender	Male
Rome	__common__image__appears_in_topic_gallery	Rome
Bob_Kowalkowski	__people__person__place_of_birth	Drexel_Hill
Shawn_Alexander	__people__person__profession	Film_Producer
